三亚,2015-07-01,33,28,多云,西南风,3-4级
三亚,2015-07-02,34,28,多云,西南风,3-4级
三亚,2015-07-03,34,28,多云,西南风,3-4级
三亚,2015-07-04,35,28,多云,西南风,3-4级
三亚,2015-07-05,33,27,雷雨~多云,西北风,3-4级
三亚,2015-07-06,33,28,雷雨~多云,西北风,3-4级
三亚,2015-07-07,34,28,多云,东北风,3-4级
三亚,2015-07-08,32,27,多云,东北风,3-4级
三亚,2015-07-09,32,27,多云,东北风,3-4级
三亚,2015-07-10,33,26,多云,东北风,3-4级
三亚,2015-07-11,32,26,多云,东南风,3-4级
三亚,2015-07-12,32,27,多云,东北风,3-4级
三亚,2015-07-13,32,27,阵雨~多云,东南风,3-4级
三亚,2015-07-14,32,27,多云,西南风,3-4级
三亚,2015-07-15,33,28,多云,东南风,3-4级
三亚,2015-07-16,33,28,多云,西南风,3-4级
三亚,2015-07-17,32,27,多云~阵雨,西南风,3-4级
三亚,2015-07-18,31,26,大到暴雨,西南风,3-4级
三亚,2015-07-19,29,26,大到暴雨,西南风,3-4级
三亚,2015-07-20,29,26,大到暴雨~阵雨,西南风,3-4级
三亚,2015-07-21,31,27,多云,南风,3-4级
三亚,2015-07-22,32,27,多云,东南风,3-4级
三亚,2015-07-23,32,27,多云,东南风,3-4级
三亚,2015-07-24,33,28,多云,西南风,3-4级
三亚,2015-07-25,31,27,多云~雷阵雨,西南风,3-4级
三亚,2015-07-26,30,26,阵雨,西南风,3-4级
三亚,2015-07-27,29,24,阵雨,东南风,3-4级
三亚,2015-07-28,26,24,大到暴雨,西南风,3-4级
三亚,2015-07-29,28,25,大到暴雨,西南风,3-4级
三亚,2015-07-30,27,24,中雨~阵雨,西南风,3-4级
三亚,2015-07-31,27,24,阵雨,西南风,3-4级
三亚,2015-08-01,30,25,阵雨,东南风,3-4级
三亚,2015-08-02,32,25,阵雨,东北风,3-4级
三亚,2015-08-03,32,26,多云,东北风,3-4级
三亚,2015-08-04,32,25,多云,东南风,3-4级
三亚,2015-08-05,33,25,多云,东风,3-4级
三亚,2015-08-06,33,25,多云,东南风,3-4级
三亚,2015-08-07,33,26,多云,西南风,3-4级
三亚,2015-08-08,32,25,多云,西北风,3-4级
三亚,2015-08-09,32,27,多云,西南风,3-4级
三亚,2015-08-10,33,27,多云,东南风,3-4级
三亚,2015-08-11,33,27,多云,西南风,3-4级
三亚,2015-08-12,33,26,多云,东南风,3-4级
三亚,2015-08-13,32,28,雷阵雨~多云,东南风,3-4级
三亚,2015-08-14,33,27,多云,东南风,3-4级
三亚,2015-08-15,34,28,多云,东南风,3-4级
三亚,2015-08-16,34,28,多云,东南风,3-4级
三亚,2015-08-17,34,28,多云,东南风,3-4级
三亚,2015-08-18,33,28,多云,东南风,3-4级
三亚,2015-08-19,34,28,多云,东南风,3-4级
三亚,2015-08-20,34,27,多云,西南风,3-4级
三亚,2015-08-21,34,27,多云,西南风,3-4级
三亚,2015-08-22,34,28,多云,西北风,3-4级
三亚,2015-08-23,34,27,多云,西南风,3-4级
三亚,2015-08-24,34,27,多云,西南风,3-4级
三亚,2015-08-25,32,26,多云,东南风,3-4级
三亚,2015-08-26,33,27,雷阵雨,东南风,3-4级
三亚,2015-08-27,33,27,阵雨,东南风,3-4级
三亚,2015-08-28,33,27,阵雨,东南风,3-4级
三亚,2015-08-29,30,26,大雨~阵雨,西南风,3-4级
三亚,2015-08-30,32,27,阵雨,西南风,3-4级
三亚,2015-08-31,32,27,多云,西南风,3-4级
三亚,2015-09-01,30,26,中雨~多云,东南风,3-4级
三亚,2015-09-02,29,25,大雨~雷阵雨,东南风,3-4级
三亚,2015-09-03,31,25,阵雨~多云,东北风,3-4级
三亚,2015-09-04,33,27,多云,东南风,3-4级
三亚,2015-09-05,33,27,多云,东南风,3-4级
三亚,2015-09-06,34,27,多云,西南风,3-4级
三亚,2015-09-07,33,27,多云,西北风,3-4级
三亚,2015-09-08,32,26,雷阵雨,东北风,3-4级
三亚,2015-09-09,33,27,多云~雷阵雨,东北风,3-4级
三亚,2015-09-10,33,26,雷阵雨,东北风,3-4级
三亚,2015-09-11,33,26,阵雨,东北风,3-4级
三亚,2015-09-12,33,26,雷阵雨~多云,东北风,3-4级
三亚,2015-09-13,31,26,阵雨,东北风,3-4级
三亚,2015-09-14,29,26,大雨~大到暴雨,东北风,3-4级
三亚,2015-09-15,28,25,大到暴雨,东北风,3-4级
三亚,2015-09-16,31,25,大雨,东北风,3-4级
三亚,2015-09-17,31,25,小到中雨,东北风,3-4级
三亚,2015-09-18,31,25,小到中雨~多云,东北风,3-4级
三亚,2015-09-19,33,26,多云,东南风,3-4级
三亚,2015-09-20,33,26,多云,东南风,3-4级
三亚,2015-09-21,33,26,多云,东北风,3-4级
三亚,2015-09-22,33,26,多云~阵雨,东南风,3-4级
三亚,2015-09-23,33,26,多云,东南风,3-4级
三亚,2015-09-24,33,26,多云,东南风,3-4级
三亚,2015-09-25,34,26,多云,西南风,3-4级
三亚,2015-09-26,34,26,多云,西南风,3-4级
三亚,2015-09-27,34,27,多云,西南风,3-4级
三亚,2015-09-28,32,27,雷阵雨~多云,东北风,3-4级
三亚,2015-09-29,33,28,雷阵雨~多云,东南风,3-4级
三亚,2015-09-30,33,26,阵雨,东北风,3-4级
三亚,2015-10-01,32,26,多云,东北风,3-4级
三亚,2015-10-02,31,26,多云,东北风,3-4级
三亚,2015-10-03,31,25,阵雨~大到暴雨,西南风,3-4级
三亚,2015-10-04,30,25,大雨,西南风,3-4级
三亚,2015-10-05,31,26,雷阵雨~阵雨,西南风,3-4级
三亚,2015-10-06,30,25,阵雨~多云,东北风,3-4级
三亚,2015-10-07,30,25,阵雨,东南风,3-4级
三亚,2015-10-08,31,25,多云,西南风,3-4级
三亚,2015-10-09,32,25,多云,东北风,3-4级
三亚,2015-10-10,28,23,中到大雨,东南风,3-4级
三亚,2015-10-11,30,24,小到中雨,东北风,3-4级
三亚,2015-10-12,28,24,阵雨,东北风,3-4级
三亚,2015-10-13,28,24,中到大雨~阵雨,东北风,3-4级
三亚,2015-10-14,30,23,阵雨~多云,东北风,3-4级
三亚,2015-10-15,31,23,多云,东北风,3-4级
三亚,2015-10-16,31,22,多云,西北风,3-4级
三亚,2015-10-17,31,21,多云,东北风,3-4级
三亚,2015-10-18,32,22,多云,东南风,3-4级
三亚,2015-10-19,32,22,多云,西北风,3-4级
三亚,2015-10-20,32,22,多云,东南风,3-4级
三亚,2015-10-21,31,22,多云,东北风,3-4级
