8.615279672578444181e-01,1.235046335299073039e+00,8.845007451564829148e-01,8.828947368421052877e-01,1.037542662116041070e+00,1.048675733715103586e+00,9.978571428571428870e-01,1.034737620103473699e+00,1.000000000000000000e+00,1.038372985418265504e+00,6.754795230689476515e-01,1.436336559940431856e+00,8.818122127380170205e-01,1.024899057873486008e+00,1.124905374716123951e+00,8.129230769230769704e-01,1.064178127046496503e+00,1.111353711790393106e+00,9.535045107564190658e-01,1.001389854065322993e+00,9.690235690235691202e-01,1.069884726224783922e+00,8.499693815064298663e-01,1.191101385849744565e+00,8.856589147286821895e-01,8.906789413118527676e-01,1.071516646115906246e+00,1.008706467661691475e+00,1.039431157078215984e+00,6.881672597864768592e-01,1.243362831858407125e+00,1.054227405247813332e+00,9.629421673217294364e-01,1.013659647125782604e+00,9.696467991169979150e-01,1.146835443037974578e+00,9.949622166246852029e-01,9.766297662976630711e-01,8.988391376451076997e-01,1.044457274826789961e+00,1.147019867549668781e+00,9.107358262967431006e-01,1.561132508418863862e+00
9.449152542372881713e-01,1.026086956521739202e+00,1.312535666730074158e-01,4.504712939160239848e+00,1.471626733921815866e+00,4.549627079747561864e-01,1.309541697971450036e+00,1.848611111111110983e+00,1.316270566727605340e+00,1.130165289256198413e+00,8.461538461538461453e-01,9.064976228209191689e-01,9.417910447761194126e-01,9.911242603550295405e-01,1.177700348432055621e+00,6.666666666666666297e-01,1.072229140722291474e+00,1.227828746177370034e+00,1.097315436241610875e+00,1.070017953321364512e+00,1.127530364372469673e+00,8.981818181818181923e-01,1.045627376425855459e+00,6.787096774193548399e-01,1.250000000000000000e+00,9.465648854961832281e-01,1.020249221183800570e+00,1.025559105431309792e+00,1.088695652173913064e+00,6.556442417331812544e-01,9.658590308370044175e-01,1.212283044058745096e+00,1.038834951456310662e+00,8.835784313725489891e-01,1.004926108374384119e+00,9.237770193401593222e-01,1.484797297297297369e+00,8.983308042488619138e-01,1.154115586690017459e+00,8.157142857142856940e+01,1.949860724233983336e-02,5.548686244204018569e-01,6.091994770488570188e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.034482758620689224e-02,2.362525458248472821e-01,1.197560975609756051e+00,8.649789029535865925e-01,1.153284671532846639e+00,9.032967032967033072e-01,8.852140077821011310e-01,1.119825708061002345e+00,8.515769944341372577e-01,9.120135363790186078e-01,9.736408566721582725e-01,1.055652173913043557e+00,1.053113553113553147e+00,9.269949066213922784e-01,1.150390625000000000e+00,7.160839160839160833e-01,1.111975116640746331e+00,1.186346863468634716e+00,8.364197530864198038e-01,1.146902654867256732e+00,5.319902697567298056e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.020618556701030105e-03,8.108672936259142539e-01,1.216010165184244096e+00,7.438563327032136074e-01,1.235981308411214785e+00,8.542914171656686984e-01,9.606903163950143432e-01,1.030632411067193610e+00,1.030549898167006262e+00,1.124856815578465064e+00,1.069852941176470562e+00,1.043478260869565188e+00,9.376498800959232049e-01,9.675174013921113980e-01,1.012925969447708630e+00,8.012809195804904139e-01
1.000000000000000000e+00,1.428571428571428492e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.216494845360824084e-02,4.850000000000000711e+01,1.550387596899224785e-02,6.142857142857142128e-01,1.468531468531468542e+00,2.042857142857142705e+01,7.000000000000000000e+00,1.000000000000000000e+00,8.305647840531560572e-04,7.962962962962962798e-01,7.928683796539066631e-01,1.095977011494252862e+00,9.415584415584415945e-01,1.122721749696233395e+00,8.156590683845391654e-01,1.209107249850209787e+00,2.583591331269349478e+00,9.228571428571429180e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.412429378531073441e-03,4.796747967479674246e-01,1.556962025316455778e+00,1.056856187290969862e+00,5.698856416772554168e-01,1.053547523427041499e+00,1.019099590723056004e+00,1.380349974271444013e+00
1.000000000000000000e+00,2.187500000000000000e-01,2.580645161290322509e-01,5.276595744680852018e-01,1.865079365079364893e+00,4.090909090909091161e-01,1.016501650165016590e+00,9.901960784313724728e-01,9.272727272727272485e-01,8.707124010554089244e-01,8.594104308390023705e-01,1.130769230769230749e+00,1.068493150684931559e+00,9.034653465346534906e-01,9.373549883990719422e-01,1.168021680216802194e+00,1.118181818181818166e+00,8.571428571428572063e-01,6.887298747763863638e-01,1.093933463796477490e+00,1.051440329218106928e+00,1.122401847575057898e+00,1.018823529411764683e+00,8.141762452107279557e-01,1.078512396694214948e+00,7.550702028081123229e-01,1.504694835680751241e+00,9.861111111111110494e-01,1.281899109792284719e+00,4.814285714285714590e+01,2.153846153846153758e-02,6.974248927038627643e-01,1.093896713615023497e+00,9.838337182448037010e-01,9.096638655462184753e-01,9.500998003992016105e-01,1.014170040485830038e+00,8.884892086330934413e-01,1.132382892057026469e+00,7.034383954154728169e-01,1.070552147239263840e+00,8.380462724935732188e-01,7.325458935765235546e-01
8.014101057579319232e-01,1.145356662180349927e+00,6.421780466724287262e-01,8.018018018018018278e-01,1.125585023400936135e+00,9.316860465116277856e-01,1.283582089552238958e+00,1.024856596558317401e+00,1.734660033167495730e+00,6.860068259385665446e-01,1.025670945157526326e+00,8.983228511530398919e-01,1.094036697247706469e+00,9.561403508771930682e-01,1.195281782437745743e+00,8.248648648648648773e-01,1.057142857142857162e+00,1.018626309662398199e+00,7.116818558409279127e-01,1.463030303030302903e+00,8.684210526315788714e-01,9.396636993076163957e-01,1.003972194637537063e+00,8.081861958266453039e-01,1.065868263473053856e+00,9.104361370716511637e-01,9.668674698795179934e-01,1.255198487712665401e+00,9.733210671573137018e-01,9.330472103004292528e-01,5.100700525394045171e-01,1.656272661348803465e+00,1.008040935672514626e+00,9.927431059506530708e-01,1.301227573182247577e+00,1.165016501650165015e+00,9.680511182108626489e-01,8.985645933014354547e-01,1.009661835748792091e+00,1.029850746268656581e+00,1.084142394822006583e+00,9.935691318327973809e-01,8.784901268726175161e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.130081300813008990e-03,1.190871369294605797e+00,1.110599078341013790e+00,9.366906474820143602e-01,1.126418152350081137e+00,1.067474048442906609e+00,1.206680584551148128e+00,1.048140043763676088e+00,9.744136460554372325e-01,9.436619718309858795e-01,9.307116104868913276e-01,1.197309417040358870e+00,9.529914529914529364e-01,4.406574269843355207e-01
9.979035639412998648e-01,7.806873977086742356e-01,1.289029535864979037e+00,1.072398190045248612e+00,1.572953736654804313e+00,5.897166841552990979e-01,9.007561436672968380e-01,1.094105480868665881e+00,1.030916844349680117e+00,8.799249530956848586e-01,1.016205910390848288e+00,9.357716324710080302e-01,9.781849912739963848e-01,9.463253509496284410e-01,9.805668016194332148e-01,1.000810372771474777e+00,1.056506849315068441e+00,1.026362038664323295e+00,9.177419354838710630e-01,1.018062397372742067e+00,1.004950495049504955e+00,9.877750611246943757e-01,8.795698924731182311e-01,1.060836501901140538e+00,9.697640117994099640e-01,9.237057220708446703e-01,8.665879574970484223e-01,1.004744958481613271e+00,8.944297082228117590e-01,1.066176470588235281e+00,9.444444444444444198e-01,9.684428349715468176e-01,9.235547061634018506e-01,1.087837837837837940e+00,9.644110275689222744e-01,1.100386100386100408e+00,1.034227039361095279e+00,1.098370927318295776e+00,1.021113243761996303e+00,9.873657612128868832e-01,9.826194909993792859e-01,9.606440071556350269e-01,1.579022446693868931e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,3.414634146341463672e-01,1.108108108108108114e+00,5.692307692307692069e-01,9.701492537313434195e-01,7.882352941176470340e-01,6.854838709677418818e-01,9.919999999999999929e-01,5.000000000000000000e-01,7.739938080495355477e-01,7.274774774774774855e-01,1.042253521126760729e+00,7.566607460035523758e-01,1.123752495009980201e+00,1.125842696629213435e+00,7.052297939778130464e-01,8.899858956276445188e-01,1.158496732026143894e+00,5.762443275949002963e-01
