shop_id,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,2016-10-24
1,72,62,82,87,41,87,74
2,0,0,0,44,56,40,41
3,30,31,31,49,57,46,19
4,52,62,35,45,75,63,45
5,59,93,73,60,55,95,161
6,29,29,21,38,15,10,25
7,23,36,48,54,38,54,51
8,24,28,38,23,22,34,27
9,90,102,106,89,62,109,109
10,44,55,44,33,40,60,6
11,26,31,23,18,15,11,21
12,26,30,28,30,27,28,15
13,26,35,33,32,24,30,29
14,8,10,12,2,9,6,11
15,59,75,76,75,57,65,61
16,25,17,12,19,20,17,19
17,30,18,20,28,44,36,30
18,24,0,0,38,45,25,27
19,66,71,51,51,38,82,79
20,62,54,52,50,38,36,56
21,36,25,31,41,44,28,30
22,36,46,43,61,69,48,47
23,2,0,1,0,1,1,0
24,26,26,18,65,73,74,40
25,36,39,45,70,55,54,48
26,15,27,21,16,45,40,21
27,14,16,9,16,11,16,14
28,31,12,10,32,31,23,27
29,38,49,48,44,88,77,46
30,7,15,10,17,19,28,18
31,175,202,108,114,251,198,181
32,38,45,53,42,25,30,44
33,35,31,29,38,49,29,29
34,115,115,97,164,165,134,113
35,52,67,96,55,102,79,50
36,25,38,39,44,29,36,25
37,47,48,44,45,35,55,26
38,22,20,22,17,17,19,31
39,192,148,154,168,68,167,214
40,59,42,51,32,35,53,46
41,64,61,44,53,49,61,54
42,42,32,31,33,47,38,36
43,5,11,9,14,12,17,7
44,43,35,28,36,28,42,40
45,5,11,13,13,13,6,8
46,93,96,64,65,69,67,91
47,41,37,24,35,31,31,27
48,111,140,133,165,187,169,134
49,188,198,111,153,130,248,243
50,34,32,48,32,16,17,26
51,22,9,22,9,5,6,15
52,23,23,27,54,50,34,23
53,43,43,40,60,39,35,48
54,124,142,115,125,120,130,121
55,76,91,93,93,94,83,65
56,17,14,18,25,17,10,18
57,61,67,60,72,63,38,40
58,448,592,674,590,489,737,738
59,19,14,25,59,22,22,14
60,53,56,58,55,45,39,53
61,29,30,27,34,30,34,34
62,23,29,16,22,26,18,28
63,90,73,32,98,61,112,82
64,60,67,55,53,65,59,63
65,150,124,137,172,168,197,145
66,21,6,25,26,21,26,19
67,22,21,23,28,36,25,24
